date,temp_high,temp_low,humidity_mean,dewpoint_mean,pressure_mean,wind_mean,precip_total
2018-11-13,85.0,75.0,88.41250000000001,75.89999999999999,1017.1374999999999,8.698248407643312,1.52
2018-11-14,86.0,76.0,87.11066666666667,75.94666666666667,1017.1541666666667,6.195396825396825,0.0
2018-11-15,83.0,76.0,86.1282142857143,75.14285714285714,1014.8249999999999,7.117467948717949,1.03
2018-11-16,74.0,61.0,79.29299999999999,60.766666666666666,1016.9791666666666,7.695016077170418,0.0
2018-11-17,77.0,65.0,75.63041666666666,62.0,1018.2166666666667,7.583279220779221,0.0
2018-11-18,81.0,72.0,69.38875,65.625,1018.4916666666667,8.599198717948717,0.0
2018-11-19,83.0,72.0,76.55875,69.70833333333333,1017.8833333333333,6.360355987055016,0.0
2018-11-20,84.0,72.0,80.84769230769231,71.42307692307692,1017.65,4.487254901960784,0.0
2018-11-21,82.0,72.0,84.60875,70.91666666666667,1018.8000000000001,5.079478827361564,0.0
2018-11-22,79.0,69.0,80.96333333333332,67.29166666666667,1018.85,5.539228295819936,0.0
2018-11-23,80.0,68.0,81.2252,67.84,1016.372,6.091993464052288,0.08
2018-11-24,82.0,70.0,81.76541666666667,69.375,1012.4583333333334,6.1147249190938515,0.0
2018-11-25,84.0,71.0,85.9574074074074,71.62962962962963,1013.3833333333333,4.545063694267516,0.0
